NOM_SCIENTIFIQUE;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Lumière;Texture;Matière_organique;Température;Continentalité;Niveau_trophique;Salinité
Campanula scheuchzeri subsp. ficarioides (Timb.-Lagr.) H.Marcailhou & Marcailhou;6;5;3;8;4;4;2;3;2;0
Campanula scheuchzeri subsp. lanceolata (Lapeyr.) J.M.Tison;5;5;5;6;3;4;3;4;3;0
Campanula scheuchzeri Vill.;6;5;4;8;3;5;2;4;3;0
Campanula scheuchzeri Vill. subsp. scheuchzeri;6;5;4;8;3;5;2;4;3;0
Campanula speciosa Pourr.;5;5;8;7;7;1;3;3;3;0
Campanula spicata L.;3;3;8;6;3;2;2;8;3;0
Campanula stenocodon Boiss. & Reut.;6;5;3;7;4;4;2;4;2;0
Campanula thyrsoides L.;6;6;7;8;3;3;2;4;4;0
Campanula trachelium L. ;5;5;8;5;3;2;6;4;6;0
Campanula trachelium L. subsp. trachelium;5;5;8;5;3;2;6;4;6;0
Camphorosma monspeliaca L.;2;4;8;8;3;2;8;3;4;0
Camphorosma monspeliaca L. subsp. monspeliaca;2;4;8;8;3;2;8;3;4;0
Campsis radicans (L.) Bureau;5;5;6;7;3;2;7;4;7;0
Canna indica L.;5;5;5;9;4;3;9;1;7;0
Cannabis sativa L.;5;5;7;8;3;3;6;5;8;0
Capparis orientalis Veill.;3;3;7;6;9;1;8;3;7;0
Capparis spinosa L. ;3;3;7;6;9;1;8;3;7;0
Capsella bursa-pastoris (L.) Medik. ;5;5;5;7;3;3;5;5;7;0
Capsella bursa-pastoris (L.) Medik. subsp. bursa-pastoris;5;5;5;7;3;3;5;5;7;0
Capsella bursa-pastoris n-subsp. gracilis (Gren.) Hobk. [Capsella bursa-pastoris (L.) Medik. subsp. bursa-pastoris x Capsella bursa-pastoris subsp. rubella (Reut.) Hobk.];5;5;6;7;3;3;7;4;6;0
Capsella bursa-pastoris subsp. rubella (Reut.) Hobk.;5;5;6;7;3;3;7;4;6;0
Cardamine amara L. ;9;8;6;4;2;8;4;5;5;0
Cardamine amara L. subsp. amara;9;8;6;4;2;8;4;5;5;0
Cardamine amara subsp. pyrenaea Sennen;9;8;6;5;2;8;2;4;5;0
Cardamine asarifolia L.;9;8;5;7;2;7;3;4;5;0
Cardamine bellidifolia L.;7;7;4;7;6;1;1;4;4;0
Cardamine bulbifera (L.) Crantz;6;5;7;3;2;3;5;4;6;0
Cardamine chelidonia L.;5;5;5;3;7;1;5;3;5;0
Cardamine crassifolia Pourr.;9;8;5;7;2;7;3;4;5;0
Cardamine dentata Schult.;9;7;7;4;2;8;5;5;5;0
Cardamine flexuosa With.;8;7;7;4;3;8;5;5;5;0
Cardamine graeca L.;8;7;7;7;1;8;3;3;4;0
Cardamine heptaphylla (Vill.) O.E.Schulz;6;5;7;3;2;3;3;4;6;0
Cardamine hirsuta L.;6;5;5;5;3;3;5;5;7;0
Cardamine impatiens L. ;7;6;6;5;2;3;3;4;6;0
Cardamine matthioli Moretti;7;7;3;7;1;9;3;5;2;0
Cardamine parviflora L.;8;8;7;8;1;3;6;6;7;0
Cardamine pentaphyllos (L.) Crantz;6;5;7;3;2;3;3;4;6;0
Cardamine plumieri Vill.;7;7;3;8;7;1;2;8;3;0
Cardamine pratensis L.;8;6;7;6;2;8;4;5;5;0
Cardamine raphanifolia Pourr.;9;8;4;7;2;7;3;4;5;0
Cardamine resedifolia L.;5;5;3;8;6;1;3;5;2;0
Cardamine trifolia L.;6;6;8;3;2;2;4;5;7;0
Carduus acanthoides L.;3;4;8;9;3;2;5;6;7;0
Carduus acicularis Bertol.;2;2;8;9;3;1;8;3;7;0
Carduus aurosicus Chaix;4;4;8;7;6;1;2;8;4;0
Carduus carlinoides Gouan;5;5;3;8;7;1;2;3;4;0
Carduus carlinoides Gouan subsp. carlinoides;5;5;3;8;7;1;2;3;4;0
Carduus cephalanthus Viv.;7;5;6;8;8;3;9;1;6;6
Carduus crispus L.;7;7;6;8;1;8;6;5;8;0
Carduus crispus L. subsp. crispus;7;7;6;8;1;8;6;5;8;0
Carduus crispus subsp. multiflorus (Gaudin) Franco;7;7;6;8;1;8;6;5;8;0
Carduus defloratus L.;6;3;8;7;3;2;2;7;4;0
Carduus defloratus L. subsp. defloratus;6;3;8;7;3;2;2;7;4;0
Carduus defloratus n-subsp. medius (Gouan) Bonnier [Carduus defloratus subsp. carlinifolius (Lam.) Ces. x Carduus defloratus L. subsp. defloratus];6;3;8;7;3;2;2;7;4;0
Carduus defloratus subsp. argemone (Pourr. ex Lam.) Ces.;5;5;3;8;3;4;2;3;3;0
Carduus defloratus subsp. carlinifolius (Lam.) Ces.;5;3;8;8;3;2;2;6;4;0
Carduus fasciculiflorus Viv.;2;2;8;8;3;1;9;3;7;0
Carduus litigiosus Nocca & Balb.;5;3;7;8;3;2;3;4;6;0
Carduus litigiosus Nocca & Balb. subsp. litigiosus;5;3;7;8;3;2;3;4;6;0
Carduus litigiosus subsp. horridissimus (Briq. & Cavill.) Franco;3;3;7;8;4;2;9;3;7;0
Carduus nigrescens subsp. aemilii (Briq. & Cavill.) B.P.R.Chéron;4;4;7;8;3;2;8;7;6;0
Carduus nigrescens subsp. vivariensis (Jord.) Bonnier & Layens;2;2;4;8;4;1;7;4;7;0
Carduus nigrescens Vill.;3;3;7;8;4;2;6;4;7;0
Carduus nigrescens Vill. subsp. nigrescens;3;3;7;8;4;2;6;4;7;0
Carduus nutans L.;4;3;8;8;3;2;5;5;6;0
Carduus nutans L. subsp. nutans;4;3;8;8;3;2;5;5;6;0
Carduus nutans subsp. platylepis (Rchb. & Saut.) Nyman;4;3;8;8;3;2;5;5;6;0
Carduus personata (L.) Jacq.;5;6;6;7;1;4;3;6;7;0
Carduus pycnocephalus L. ;3;3;6;8;4;2;7;4;7;0
Carduus pycnocephalus L. subsp. pycnocephalus;3;3;6;8;4;2;7;4;7;0
Carduus sardous DC.;3;4;8;8;3;2;6;4;6;0
Carduus tenuiflorus Curtis;3;3;6;9;4;2;6;4;7;0
Carex acuta L.;8;8;6;7;1;8;4;6;5;0
Carex acutiformis Ehrh.;8;9;5;5;1;9;5;5;5;0
Carex alba Scop.;5;4;8;5;3;2;5;7;3;0
Carex appropinquata Schumach.;9;9;8;8;1;9;5;7;4;0
Carex arenaria L.;3;3;2;8;5;1;4;4;2;1
Carex atrata L.;5;5;6;9;6;7;2;4;2;0
Carex atrata var. aterrima (Hoppe) Winckler;7;6;6;8;4;4;2;6;4;0
Carex atrofusca Schkuhr;8;8;7;8;1;9;2;7;2;0
Carex austroalpina Bech.;6;6;8;8;3;3;2;7;4;0
Carex bicolor All.;8;8;7;8;1;9;2;7;2;0
Carex binervis Sm.;6;6;1;7;2;6;6;3;1;0
Carex bipartita Bellardi ex All. ;8;8;7;8;1;9;2;7;2;0
Carex bohemica Schreb.;7;8;6;8;4;3;4;6;4;0
Carex brachystachys Schrank;7;7;9;5;8;2;2;2;3;0
Carex brevicollis DC.;4;4;6;5;4;2;6;4;3;0
Carex brizoides L.;6;6;4;5;3;4;5;6;4;0
Carex brunnescens (Pers.) Poir.;8;9;3;9;1;9;2;5;1;0
Carex buxbaumii Wahlenb.;8;8;7;8;1;9;5;7;3;0
Carex canescens L.;8;8;2;7;1;9;5;5;2;0
Carex capillaris L.;8;8;7;8;1;9;2;7;2;0
Carex caryophyllea Latourr.;5;4;4;7;4;4;5;4;3;0
Carex caryophyllea var. insularis (H.Christ ex Barbey) Briq.;5;5;2;8;4;5;6;2;2;0
Carex cespitosa L.;9;8;6;6;1;9;4;7;5;0
Carex chordorrhiza L.f.;9;9;5;8;1;9;3;7;2;0
Carex colchica J.Gay;3;4;2;8;4;1;6;5;2;0
Carex crawfordii Fernald;8;8;5;8;2;8;5;4;5;0
Carex curvula All. ;4;4;2;9;3;7;1;4;1;0
Carex curvula All. subsp. curvula;4;4;2;9;3;7;1;4;1;0
Carex curvula subsp. rosae Gilomen;4;4;6;9;6;7;1;6;2;0
Carex davalliana Sm.;8;8;8;8;1;9;5;5;2;0
Carex demissa Hornem.;8;8;4;7;2;9;5;3;3;0
Carex depauperata Curtis ex With.;5;5;5;5;4;2;6;4;4;0
Carex depressa Link;7;7;3;7;1;9;3;3;2;0
Carex diandra Schrank;9;9;6;8;1;9;5;6;2;0
Carex digitata L.;5;5;5;5;4;4;5;5;4;0
Carex dioica L.;8;8;7;8;1;9;3;5;2;0
Carex distachya Desf.;3;3;7;7;3;2;8;3;2;0
Carex distans L.;8;7;7;8;3;8;6;3;4;5
Carex disticha Huds.;8;8;5;8;2;8;5;5;5;0
Carex divisa Huds. ;7;8;7;8;2;8;7;3;6;0
Carex divisa Huds. subsp. divisa;7;8;7;8;2;8;7;3;6;0
Carex divisa subsp. chaetophylla (Steud.) Nyman;6;7;7;8;3;3;6;1;5;6
Carex divulsa Stokes;5;5;6;6;3;3;6;4;6;0
Carex echinata Murray;8;8;3;7;1;9;5;5;2;0
Carex elata All. ;9;9;7;7;1;9;5;5;6;0
Carex elata All. subsp. elata;9;9;7;7;1;9;5;5;6;0
Carex elongata L.;9;9;7;4;1;9;5;5;3;0
Carex ericetorum Pollich;5;4;3;7;4;5;5;7;2;0
Carex extensa Gooden.;6;7;7;8;3;3;6;1;5;6
Carex ferruginea Scop.;6;6;8;8;3;3;2;7;4;0
Carex fimbriata Schkuhr;4;4;1;8;4;7;2;4;1;0
Carex firma Mygind ex Host;4;4;9;9;5;2;2;4;2;0
Carex flacca Schreb.;7;6;7;6;3;2;5;5;4;1
Carex flacca Schreb. subsp. flacca;7;6;7;6;3;2;5;5;4;1
Carex flacca subsp. claviformis (Hoppe) Schinz & Thell.;8;8;7;8;1;9;3;7;2;0
Carex flacca subsp. serrulata (Biv.) Greuter;7;6;7;7;2;9;7;4;3;0
Carex flava L. ;8;8;8;8;1;9;5;5;2;0
Carex foetida All.;8;7;4;8;6;1;2;4;5;0
Carex frigida All.;8;8;7;8;3;9;2;7;2;0
Carex fritschii Waisb.;5;4;4;6;4;4;5;7;4;0
Carex glacialis Mack.;8;8;7;8;1;9;2;7;2;0
Carex grioletii Roem.;7;7;7;3;8;1;7;3;5;0
Carex halleriana Asso ;3;3;8;5;2;2;5;4;3;0
Carex hartmanii Cajander;9;8;6;8;1;9;4;5;3;0
Carex heleonastes Ehrh. ex L.f.;9;9;6;8;1;9;3;7;2;0
Carex hirta L. ;7;6;7;7;2;8;5;4;7;0
Carex hispida Willd.;7;8;7;8;1;8;8;2;7;3
Carex hordeistichos Vill.;8;7;7;8;4;8;6;6;5;2
Carex hostiana DC.;8;8;6;8;1;9;4;4;2;0
Carex humilis Leyss. [1758];3;3;8;7;3;2;5;5;3;0
Carex lachenalii Schkuhr;8;7;2;8;5;1;1;4;4;0
Carex lachenalii Schkuhr subsp. lachenalii;8;7;2;8;5;1;1;4;4;0
Carex laevigata Sm.;8;8;4;5;3;9;6;3;3;0
Carex lasiocarpa Ehrh.;9;9;5;8;1;9;5;5;2;0
Carex leersii F.W.Schultz;5;5;6;6;3;3;6;4;6;0
Carex lepidocarpa Tausch;8;8;8;8;1;9;5;5;2;0
Carex leporina L.;6;6;3;7;4;5;5;5;3;0
Carex leporina L. var. leporina;6;6;3;7;4;5;5;5;3;0
Carex leporina var. subfestiva Lange;5;5;3;7;4;5;2;5;3;0
Carex limosa L.;9;9;5;8;1;9;5;5;2;0
Carex liparocarpos Gaudin ;3;3;8;8;5;1;5;5;2;0
Carex liparocarpos Gaudin subsp. liparocarpos;3;3;8;8;5;1;5;5;2;0
Carex mabilleana (Rouy) Prain;3;3;8;7;3;2;8;3;3;0
Carex macrostylos Lapeyr.;7;6;5;8;6;7;2;3;3;0
Carex magellanica Lam.;8;8;2;8;5;9;2;7;2;0
Carex magellanica subsp. irrigua (Wahlenb.) Hiitonen;8;8;2;8;5;9;2;7;2;0
Carex mairei Coss. & Germ.;8;8;8;7;1;9;6;3;3;0
Carex maritima Gunnerus;8;8;7;8;1;9;2;7;2;0
Carex melanostachya M.Bieb. ex Willd.;8;8;6;8;2;8;6;7;6;0
Carex michelii Host;4;4;6;7;5;3;6;6;3;0
Carex microcarpa Bertol. ex Moris;8;7;7;7;2;8;3;3;4;0
Carex microglochin Wahlenb.;8;8;7;8;1;9;2;7;2;0
Carex montana L.;4;4;6;5;4;2;5;5;2;0
Carex mucronata All.;4;3;8;8;7;1;2;8;3;0
Carex muricata L.;5;5;6;7;3;3;5;4;5;0
Carex myosuroides Vill.;4;4;7;9;6;1;1;7;2;0
Carex nigra (L.) Reichard ;8;8;5;8;1;9;5;5;2;1
Carex norvegica Retz.;8;8;5;8;1;9;2;7;2;0
Carex norvegica Retz. subsp. norvegica;8;8;5;8;1;9;2;7;2;0
Carex oedipostyla Duval-Jouve;4;4;4;7;5;4;8;3;3;0
Carex olbiensis Jord.;4;4;4;7;5;4;8;3;3;0
Carex ornithopoda subsp. elongata (Leyb.) Vierh.;6;4;8;6;9;1;3;5;3;0
Carex ornithopoda subsp. ornithopodioides (Hausm.) Nyman;7;6;9;8;6;1;1;4;3;0
Carex ornithopoda Willd.;6;4;8;6;9;1;3;5;3;0
Carex ornithopoda Willd. subsp. ornithopoda;6;4;8;6;9;1;3;5;3;0
Carex otrubae Podp.;8;8;6;7;2;8;6;4;6;1
Carex pairae F.W.Schultz;5;5;5;5;3;4;6;4;5;0
Carex pallescens L.;6;6;4;7;4;4;4;5;3;0
Carex panicea L.;8;8;6;8;1;9;5;5;3;1
Carex paniculata L.;9;9;5;5;1;9;5;5;5;0
Carex paniculata L. subsp. paniculata;9;9;5;5;1;9;5;5;5;0
Carex paniculata subsp. lusitanica (Willd.) Maire;9;9;5;5;1;9;7;3;5;0
Carex parviflora Host;7;7;8;8;6;1;1;4;3;0
Carex pauciflora Lightf.;8;8;1;8;1;9;3;5;1;0
Carex pendula Huds.;8;8;6;5;1;8;5;5;6;0
Carex pilosa Scop.;6;5;4;4;3;4;5;6;5;0
Carex pilulifera L. ;4;5;3;5;4;5;5;5;3;0
Carex pilulifera L. subsp. pilulifera;4;5;3;5;4;5;5;5;3;0
Carex praecox Schreb. ;4;4;5;8;4;3;5;6;4;0
Carex pseudobrizoides Clavaud;6;6;2;6;4;4;6;4;2;0
Carex pseudocyperus L.;9;9;8;6;1;9;5;4;5;0
Carex pulicaris L.;8;8;4;8;1;9;5;4;3;0
Carex punctata Gaudin;7;7;7;8;4;9;7;3;3;2
Carex pyrenaica Wahlenb.;8;7;3;8;6;1;1;3;4;0
Carex remota L.;9;8;4;5;4;9;4;4;3;0
Carex repens Bellardi;7;6;8;8;8;3;7;1;6;6
Carex reuteriana Boiss.;9;8;4;7;2;9;3;4;5;0
Carex riparia Curtis;8;9;7;7;1;8;5;5;6;0
Carex rostrata Stokes;9;10;5;7;1;9;5;5;3;0
Carex rupestris All.;4;4;6;9;6;1;2;7;2;0
Carex sempervirens subsp. pseudotristis (Domin) Pawl.;6;5;2;7;5;5;2;3;2;0
Carex sempervirens Vill.;6;4;8;7;5;3;2;4;3;0
Carex sempervirens Vill. subsp. sempervirens;6;4;8;7;5;3;2;7;3;0
Carex spicata Huds.;5;5;6;7;3;3;5;4;5;0
Carex strigosa Huds.;9;7;4;5;4;9;4;3;3;0
Carex sylvatica Huds. ;5;5;5;5;3;3;5;5;5;0
Carex sylvatica Huds. subsp. sylvatica;5;5;5;5;3;3;5;5;5;0
Carex tomentosa L.;8;7;7;7;1;9;5;6;2;0
Carex trinervis Degl. ex Loisel.;8;8;5;8;4;9;4;1;2;2
Carex umbrosa Host;6;5;4;5;3;4;5;6;4;0
Carex umbrosa Host var. umbrosa;6;5;4;5;3;4;5;6;4;0
Carex umbrosa var. huetiana (Boiss.) Kük.;7;7;3;7;1;9;3;3;2;0
Carex vaginata Tausch;8;9;6;8;2;9;3;6;2;0
Carex vesicaria L.;8;9;6;7;1;9;5;5;5;0
Carex viridula Michx.;8;8;7;8;1;9;5;4;2;2
Carex vulpina L.;8;8;6;8;1;8;5;6;6;0
Carex vulpinoidea Michx.;8;9;6;4;1;8;5;7;6;0
Carex x turfosa Fr. [Carex elata All. x Carex nigra (L.) Reichard];9;9;7;7;1;9;5;5;6;0
Carlina acanthifolia All. ;5;4;6;8;3;2;2;4;4;0
Carlina acanthifolia All. subsp. acanthifolia;3;3;7;8;3;2;6;4;3;0
Carlina acanthifolia subsp. cynara (Pourr. ex DC.) Arcang.;4;4;4;7;6;5;3;4;3;0
Carlina acaulis L.;5;4;6;9;3;2;4;5;3;0
Carlina acaulis L. subsp. acaulis;5;4;6;9;3;2;4;5;3;0
Carlina acaulis subsp. caulescens (Lam.) Schübler & G.Martens;6;6;8;9;3;3;3;7;3;0
Carlina biebersteinii Bernh. ex Hornem.;6;6;8;8;3;3;3;7;4;0
Carlina corymbosa L.;3;3;8;8;3;2;8;4;6;0
Carlina hispanica Lam.;3;3;8;8;3;2;8;4;6;0
Carlina hispanica Lam. subsp. hispanica;3;3;8;8;3;2;8;4;6;0
Carlina lanata L.;3;3;8;8;3;2;8;4;4;0
Carlina macrocephala Moris;4;3;4;8;3;4;4;3;5;0
Carlina vulgaris L.;4;3;7;7;3;2;6;4;3;0
Caropsis verticillato-inundata (Thore) Rauschert;8;9;5;8;4;9;6;3;3;0
Carpesium cernuum L.;7;6;7;6;1;8;6;4;7;0
Carpinus betulus L.;5;5;5;7;3;3;5;5;5;0
Carpobrotus acinaciformis (L.) L.Bolus;4;2;7;9;9;1;9;1;6;3
Carpobrotus edulis (L.) N.E.Br.;5;2;7;9;9;1;9;1;6;3
Carthamus caeruleus L.;3;3;7;8;4;1;8;4;6;0
Carthamus carduncellus L.;4;4;7;8;3;2;8;3;4;0
Carthamus lanatus L. ;1;3;7;9;4;3;9;3;7;0
Carthamus mitissimus L.;3;3;8;7;3;2;7;4;3;0
Carthamus tinctorius L.;1;3;7;9;3;3;9;3;7;0
Carum carvi L.;7;5;5;8;3;3;3;6;6;0
Castanea sativa Mill.;4;4;4;8;4;5;7;4;4;0
Castroviejoa frigida (Labill.) Galbany, L.Sáez & Benedi;5;5;4;8;8;1;2;3;3;0
Casuarina cunninghamiana Miq. ;4;4;5;9;4;1;9;2;5;0
Catabrosa aquatica (L.) P.Beauv.;9;9;7;8;2;8;4;5;6;0
Catalpa bignonioides Walter;7;7;5;7;7;3;7;4;5;0
Catananche caerulea L.;5;6;7;8;2;2;7;4;3;0
Catapodium hemipoa (Delile ex Spreng.) Laínz;2;3;3;9;5;1;9;1;2;2
Catapodium marinum (L.) C.E.Hubb.;6;5;7;9;4;1;7;2;5;4
Catapodium rigidum (L.) C.E.Hubb.;5;3;7;9;5;3;6;3;2;0
Caucalis platycarpos L. [1753];4;4;9;7;3;2;7;4;5;0
Cedrus atlantica (Manetti ex Endl.) Carrière;4;5;7;8;3;3;5;4;4;0
Cedrus deodara (Roxb. ex D.Don) G.Don;5;5;5;7;3;3;5;5;5;0
Cedrus libani A.Rich.;5;5;7;7;2;3;4;3;4;0
Celtis australis L.;5;4;7;8;2;3;7;3;5;0
Celtis occidentalis L.;7;7;5;8;4;3;6;6;5;0
Cenchrus incertus M.A.Curtis ;4;4;5;8;4;1;6;2;7;0
Cenchrus longisetus M.C.Johnst.;2;2;8;8;2;1;8;3;7;0
Cenchrus longispinus (Hack.) Fernald;4;3;7;8;4;1;8;2;7;1
Centaurea acaulis L.;3;3;7;8;4;1;9;1;7;0
Centaurea aspera L. ;3;3;7;9;4;2;7;4;5;0
Centaurea aspera L. subsp. aspera;3;3;7;9;4;2;7;4;5;0
Centaurea aspera subsp. pseudosphaerocephala (Shuttlew. ex Rouy) Gugler;2;2;7;8;4;1;8;4;6;0
Centaurea benedicta (L.) L.;4;4;7;8;3;2;8;3;6;0
Centaurea calcitrapa L.;3;3;7;8;4;2;7;4;6;0
Centaurea cineraria L.;3;4;7;8;3;1;8;3;7;0
Centaurea cineraria L. subsp. cineraria;3;4;7;8;3;1;8;3;7;0
Centaurea collina L. ;4;4;7;8;3;1;7;4;4;0
Centaurea corymbosa Pourr.;3;3;8;8;8;1;8;2;4;0
Centaurea decipiens Thuill.;4;5;6;7;3;2;6;3;4;0
Centaurea diffusa Lam.;3;2;8;9;4;1;7;4;6;0
Centaurea diluta Aiton;3;3;7;9;4;1;8;2;7;0
Centaurea dracunculifolia Dufour;6;7;7;9;2;3;9;1;5;2
Centaurea hanryi Jord. ;3;3;4;9;3;4;8;6;3;0
Centaurea hanryi Jord. subsp. hanryi;3;3;4;9;3;4;8;6;3;0
Centaurea hanryi subsp. shuttleworthii (Rouy) Kerguélen;3;4;4;9;5;4;8;3;3;0
Centaurea hanryi subsp. spinabadia (Bubani ex Timb.-Lagr.) Smythies;3;4;4;9;5;4;8;2;3;0
Centaurea jacea L.;5;5;6;8;3;2;4;6;5;0
Centaurea jacea L. subsp. jacea;5;5;6;8;3;2;4;6;5;0
Centaurea jacea subsp. timbalii (Martrin-Donos) Braun-Blanq.;7;7;7;8;3;8;7;4;5;0
Centaurea jordaniana Godr. & Gren.;4;4;4;8;3;4;7;4;4;0
Centaurea jordaniana Godr. & Gren. subsp. jordaniana;4;4;4;8;3;4;7;4;4;0
Centaurea jordaniana subsp. aemilii (Briq.) Kerguélen;4;4;8;8;3;2;3;4;4;0
Centaurea jordaniana subsp. balbisiana (Soldano) Kerguélen;5;4;8;7;8;1;3;6;4;0
Centaurea jordaniana subsp. verguinii (Briq. & Cavill.) Kerguélen;4;4;5;5;7;1;3;6;4;0
Centaurea melitensis L.;3;3;8;8;3;2;8;4;7;0
Centaurea napifolia L.;3;3;7;8;3;3;8;3;6;0
Centaurea nervosa Willd.;4;3;4;9;4;4;2;4;3;0
Centaurea nervosa Willd. subsp. nervosa;4;3;4;9;4;4;2;4;3;0
Centaurea nigra L.;5;5;4;7;4;4;3;5;4;0
Centaurea nigrescens subsp. transalpina (Schleich. ex DC.) Nyman;4;5;6;8;3;2;5;7;4;0
Centaurea nigrescens Willd.;5;5;6;8;3;3;4;6;5;0
Centaurea paniculata L.;3;3;8;8;3;2;7;4;3;0
Centaurea paniculata L. subsp. paniculata;3;3;8;8;3;2;7;4;3;0
Centaurea paniculata subsp. esterellensis (Burnat ex Briq.) Dostál;3;4;4;9;5;4;8;3;3;0
Centaurea paniculata subsp. leucophaea (Jord.) Arcang.;4;4;7;8;3;2;5;3;3;0
Centaurea paniculata subsp. pallidula Rouy;4;4;8;7;3;2;3;3;4;0
Centaurea paniculata subsp. polycephala (Jord.) Nyman;3;3;8;7;3;2;8;3;4;0
Centaurea pectinata L.;3;4;4;8;8;1;7;4;4;0
Centaurea pectinata subsp. supina (Jord.) Braun-Blanq.;4;5;8;7;3;2;7;4;3;0
Centaurea pseudocineraria (Fiori) Rouy;3;4;8;9;4;3;8;3;4;0
Centaurea pullata L.;4;4;7;8;3;2;8;3;4;0
Centaurea ragusina L.;7;7;8;9;8;1;9;1;4;1
Centaurea scabiosa L.;4;4;8;7;3;2;5;5;4;0
Centaurea scabiosa L. subsp. scabiosa;4;4;8;7;3;2;5;5;4;0
Centaurea scabiosa subsp. alpestris (Hegetschw.) Nyman;6;6;8;9;3;3;2;7;4;0
Centaurea sicula L.;3;2;8;9;4;1;8;3;6;0
Centaurea solstitialis L. ;2;3;7;8;3;3;8;3;6;0
Centaurea sphaerocephala L.;3;5;7;9;5;1;9;1;5;4
Centaurea sphaerocephala L. subsp. sphaerocephala;3;5;7;9;5;1;9;1;5;4
Centaurea stoebe L. ;4;4;7;8;3;2;5;5;5;0
Centaurea uniflora Turra;4;5;4;7;4;4;2;4;5;0
Centaurium chloodes (Brot.) Samp.;7;7;6;8;4;2;7;3;3;0
Centaurium erythraea Rafn;7;6;6;8;4;3;5;5;5;0
Centaurium erythraea Rafn subsp. erythraea;7;6;6;8;4;3;5;5;5;0
Centaurium erythraea Rafn subsp. erythraea var. erythraea;7;6;6;8;4;3;5;5;5;0
Centaurium erythraea subsp. erythraea var. capitatum (Willd.) Melderis;6;6;7;9;3;1;6;3;5;5
Centaurium erythraea subsp. majus (Hoffmanns. & Link) Laínz;7;8;6;8;4;3;5;5;4;0
Centaurium erythraea subsp. rhodense (Boiss. & Reut.) Melderis;7;8;6;8;4;3;5;5;4;0
Centaurium erythraea subsp. rumelicum (Velen.) Melderis;7;8;6;8;4;3;5;5;4;0
Centaurium favargeri Zeltner;7;8;6;8;4;3;5;5;4;0
Centaurium littorale (Turner) Gilmour;7;7;6;8;4;2;6;1;3;0
Centaurium littorale (Turner) Gilmour subsp. littorale;7;7;6;8;4;2;6;1;3;0
Centaurium maritimum (L.) Fritsch;7;7;6;9;5;4;7;2;4;1
Centaurium pulchellum (Sw.) Druce;7;7;6;8;4;2;6;3;3;1
Centaurium pulchellum (Sw.) Druce var. pulchellum;7;7;6;8;4;2;6;3;3;1
Centaurium pulchellum var. morierei (Corb.) Melderis;7;7;6;8;4;2;6;3;3;0
Centaurium scilloides (L.f.) Samp.;6;5;3;8;5;4;6;2;4;0
Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch ;7;8;6;8;4;3;6;4;4;0
Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch subsp. tenuiflorum;7;8;6;8;4;3;6;4;4;0
Centaurium tenuiflorum subsp. acutiflorum (Schott) Zeltner;7;8;6;8;4;3;6;4;4;0
Centranthus angustifolius (Mill.) DC.;3;3;8;8;3;1;5;6;2;0
Centranthus calcitrapae (L.) Dufr. ;3;4;7;5;4;2;8;4;5;0
Centranthus calcitrapae (L.) Dufr. subsp. calcitrapae;3;4;7;5;4;2;8;4;5;0
Centranthus lecoqii Jord. ;4;4;8;7;7;1;4;3;4;0
Centranthus lecoqii Jord. subsp. lecoqii;4;4;8;7;7;1;4;3;4;0
Centranthus ruber (L.) DC. ;4;5;8;6;9;1;5;4;6;0
Centranthus ruber (L.) DC. subsp. ruber;4;5;8;6;9;1;5;4;6;0
Centranthus trinervis (Viv.) Bég.;4;4;4;4;9;1;8;3;4;0
Centranthus x intermedius (Schleich.) Rapin [Centranthus angustifolius (Mill.) DC. x Centranthus ruber (L.) DC.];3;3;8;8;3;1;5;6;2;0
Cephalanthera damasonium (Mill.) Druce;5;4;7;5;3;2;5;4;4;0
Cephalanthera longifolia (L.) Fritsch;5;4;6;5;3;2;5;4;4;0
Cephalanthera rubra (L.) Rich.;5;4;8;5;3;2;5;4;4;0
Cephalaria alpina (L.) Schrad. ex Roem. & Schult.;7;7;7;7;1;3;3;4;7;0
Cephalaria leucantha (L.) Schrad. ex Roem. & Schult.;3;3;8;8;7;1;8;3;4;0
Cephalaria syriaca (L.) Schrad. ex Roem. & Schult.;3;4;6;7;3;3;8;3;5;0
Cephalaria syriaca (L.) Schrad. ex Roem. & Schult. subsp. syriaca;3;4;6;7;3;3;8;3;5;0
Cephalaria syriaca subsp. emigrans Szabó;3;4;6;7;3;3;8;3;5;0
Cephalaria transylvanica (L.) Schrad. ex Roem. & Schult.;3;4;6;7;3;3;6;6;5;0
Cerastium alpinum L.;5;4;6;9;6;1;1;4;2;0
Cerastium arvense L.;5;4;7;8;4;1;5;5;5;0
Cerastium arvense L. subsp. arvense;5;4;7;8;4;1;5;5;5;0
Cerastium arvense subsp. strictum Gaudin;6;4;4;9;3;5;3;6;2;0
Cerastium arvense subsp. suffruticosum (L.) Ces.;3;3;7;8;3;2;6;4;3;0
Cerastium boissierianum Greuter & Burdet;5;4;3;8;3;4;2;3;5;0
Cerastium brachypetalum Desp. ex Pers.;3;3;8;9;3;2;7;4;4;0
Cerastium brachypetalum Desp. ex Pers. subsp. brachypetalum;3;3;8;9;3;2;7;4;4;0
Cerastium brachypetalum subsp. roeseri (Boiss. & Heldr.) Nyman;3;3;8;9;3;2;8;4;4;0
